/home/cpaliard/Documents/stylegan2-ada-pytorch/projector.py:226: DeprecationWarning: LANCZOS is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.LANCZOS instead.
  target_pil = target_pil.resize((G.img_resolution, G.img_resolution), PIL.Image.LANCZOS)
Loading networks from "https://nvlabs-fi-cdn.nvidia.com/stylegan2-ada-pytorch/pretrained/ffhq.pkl"...
Computing W midpoint and stddev using 1 samples...
Setting up PyTorch plugin "bias_act_plugin"... Done.
Setting up PyTorch plugin "upfirdn2d_plugin"... /home/cpaliard/miniconda3/envs/sg_env/lib/python3.10/site-packages/torch/nn/modules/module.py:1130: UserWarning: operator() profile_node %106 : int = prim::profile_ivalue(%104)
 does not have profile information (Triggered internally at  ../torch/csrc/jit/codegen/cuda/graph_fuser.cpp:104.)
step  550/1000: dist 0.0810 loss 23.1164
step  551/1000: dist 0.0799 loss 29.7125
step  552/1000: dist 0.0801 loss 26.2125
step  553/1000: dist 0.0809 loss 13.3884
step  554/1000: dist 0.0798 loss 9.9368
step  555/1000: dist 0.0796 loss 25.4036
step  556/1000: dist 0.0801 loss 40.7920
step  557/1000: dist 0.0796 loss 34.8282
step  558/1000: dist 0.0793 loss 15.6117
step  559/1000: dist 0.0802 loss 6.8162
step  560/1000: dist 0.0793 loss 12.4124
step  561/1000: dist 0.0792 loss 16.8416
step  562/1000: dist 0.0794 loss 12.6045
step  563/1000: dist 0.0796 loss 7.9269
step  564/1000: dist 0.0789 loss 10.3199
step  565/1000: dist 0.0785 loss 14.3279
step  566/1000: dist 0.0788 loss 14.7933
step  567/1000: dist 0.0783 loss 16.2932
step  568/1000: dist 0.0780 loss 20.0331
step  569/1000: dist 0.0789 loss 19.6556
step  570/1000: dist 0.0785 loss 15.7941
step  571/1000: dist 0.0777 loss 15.5120
step  572/1000: dist 0.0779 loss 16.5511
step  573/1000: dist 0.0783 loss 13.0409
step  574/1000: dist 0.0779 loss 7.7882
step  575/1000: dist 0.0777 loss 4.7882
step  576/1000: dist 0.0776 loss 4.6141
step  577/1000: dist 0.0775 loss 7.6879
step  578/1000: dist 0.0774 loss 9.8300
step  579/1000: dist 0.0772 loss 6.1289
step  580/1000: dist 0.0769 loss 2.5892
step  581/1000: dist 0.0769 loss 5.8306
step  582/1000: dist 0.0768 loss 10.6802
step  583/1000: dist 0.0769 loss 12.6877
step  584/1000: dist 0.0763 loss 14.9810
step  585/1000: dist 0.0762 loss 17.8544
step  586/1000: dist 0.0767 loss 17.2970
step  587/1000: dist 0.0763 loss 11.4909
step  588/1000: dist 0.0758 loss 3.7497
step  589/1000: dist 0.0759 loss 1.2824
step  590/1000: dist 0.0763 loss 6.2808
step  591/1000: dist 0.0760 loss 9.9061
step  592/1000: dist 0.0759 loss 5.4483
step  593/1000: dist 0.0756 loss 0.5297
step  594/1000: dist 0.0754 loss 2.6320
step  595/1000: dist 0.0752 loss 6.1460
step  596/1000: dist 0.0756 loss 4.7715
step  597/1000: dist 0.0752 loss 2.3810
step  598/1000: dist 0.0752 loss 4.3913
step  599/1000: dist 0.0753 loss 8.9487
step  600/1000: dist 0.0747 loss 12.3861
step  601/1000: dist 0.0749 loss 16.1451
step  602/1000: dist 0.0746 loss 20.5452
step  603/1000: dist 0.0751 loss 19.5620
step  604/1000: dist 0.0746 loss 9.4525
step  605/1000: dist 0.0748 loss 1.0000
step  606/1000: dist 0.0743 loss 3.4231
step  607/1000: dist 0.0744 loss 9.7479
step  608/1000: dist 0.0743 loss 8.9422
step  609/1000: dist 0.0745 loss 3.0526
step  610/1000: dist 0.0741 loss 2.4748
step  611/1000: dist 0.0742 loss 7.1461
step  612/1000: dist 0.0743 loss 8.9570
step  613/1000: dist 0.0738 loss 8.0650
step  614/1000: dist 0.0740 loss 11.5148
step  615/1000: dist 0.0738 loss 17.8809
step  616/1000: dist 0.0739 loss 18.7928
step  617/1000: dist 0.0734 loss 12.4783
step  618/1000: dist 0.0737 loss 5.6687
step  619/1000: dist 0.0737 loss 2.8468
step  620/1000: dist 0.0732 loss 4.2033
step  621/1000: dist 0.0731 loss 7.9268
step  622/1000: dist 0.0733 loss 9.0764
step  623/1000: dist 0.0733 loss 5.7433
step  624/1000: dist 0.0729 loss 4.9075
step  625/1000: dist 0.0731 loss 10.9276
step  626/1000: dist 0.0732 loss 17.1566
step  627/1000: dist 0.0730 loss 18.3064
step  628/1000: dist 0.0729 loss 18.0230
step  629/1000: dist 0.0729 loss 18.5688
step  630/1000: dist 0.0726 loss 19.7149
step  631/1000: dist 0.0726 loss 27.4614
step  632/1000: dist 0.0724 loss 43.6884
step  633/1000: dist 0.0724 loss 49.4787
step  634/1000: dist 0.0724 loss 29.9691
step  635/1000: dist 0.0723 loss 13.5174
step  636/1000: dist 0.0724 loss 22.2236
step  637/1000: dist 0.0722 loss 26.8401
step  638/1000: dist 0.0723 loss 9.7215
step  639/1000: dist 0.0720 loss 3.9567
step  640/1000: dist 0.0720 loss 15.0850
step  641/1000: dist 0.0720 loss 13.4316
step  642/1000: dist 0.0719 loss 8.0087
step  643/1000: dist 0.0719 loss 10.9876
step  644/1000: dist 0.0717 loss 7.5417
step  645/1000: dist 0.0717 loss 8.6079
step  646/1000: dist 0.0715 loss 19.0778
step  647/1000: dist 0.0715 loss 19.7389
step  648/1000: dist 0.0714 loss 21.2440
step  649/1000: dist 0.0714 loss 25.2366
step  650/1000: dist 0.0712 loss 14.8462
step  651/1000: dist 0.0712 loss 4.7291
step  652/1000: dist 0.0711 loss 5.2753
step  653/1000: dist 0.0711 loss 8.9521
step  654/1000: dist 0.0709 loss 13.6237
step  655/1000: dist 0.0710 loss 10.7315
step  656/1000: dist 0.0708 loss 7.5032
step  657/1000: dist 0.0707 loss 16.5879
step  658/1000: dist 0.0708 loss 27.6530
step  659/1000: dist 0.0707 loss 33.5000
step  660/1000: dist 0.0705 loss 30.1027
step  661/1000: dist 0.0705 loss 14.2017
step  662/1000: dist 0.0705 loss 5.1423
step  663/1000: dist 0.0703 loss 9.1783
step  664/1000: dist 0.0703 loss 15.7765
step  665/1000: dist 0.0704 loss 12.9187
step  666/1000: dist 0.0704 loss 4.8583
step  667/1000: dist 0.0702 loss 9.7054
step  668/1000: dist 0.0703 loss 18.0600
step  669/1000: dist 0.0700 loss 19.8619
step  670/1000: dist 0.0703 loss 29.2842
step  671/1000: dist 0.0702 loss 46.9577
step  672/1000: dist 0.0700 loss 55.3747
step  673/1000: dist 0.0700 loss 43.3443
step  674/1000: dist 0.0699 loss 21.3436
step  675/1000: dist 0.0699 loss 8.5543
step  676/1000: dist 0.0699 loss 16.4416
step  677/1000: dist 0.0698 loss 27.2212
step  678/1000: dist 0.0697 loss 15.5875
step  679/1000: dist 0.0697 loss 2.0819
step  680/1000: dist 0.0696 loss 13.1262
step  681/1000: dist 0.0696 loss 18.5488
step  682/1000: dist 0.0695 loss 4.3528
step  683/1000: dist 0.0695 loss 4.9342
step  684/1000: dist 0.0694 loss 15.6200
step  685/1000: dist 0.0694 loss 10.2799
step  686/1000: dist 0.0694 loss 8.0463
step  687/1000: dist 0.0693 loss 18.3240
step  688/1000: dist 0.0693 loss 19.3527
step  689/1000: dist 0.0693 loss 15.4751
step  690/1000: dist 0.0692 loss 14.4173
step  691/1000: dist 0.0691 loss 7.3854
step  692/1000: dist 0.0691 loss 1.9784
step  693/1000: dist 0.0691 loss 5.3425
step  694/1000: dist 0.0690 loss 8.1100
step  695/1000: dist 0.0690 loss 8.0349
step  696/1000: dist 0.0689 loss 5.6439
step  697/1000: dist 0.0689 loss 2.7816
step  698/1000: dist 0.0689 loss 6.4645
step  699/1000: dist 0.0688 loss 11.7470
step  700/1000: dist 0.0688 loss 13.7753
step  701/1000: dist 0.0687 loss 19.5758
step  702/1000: dist 0.0687 loss 28.6211
step  703/1000: dist 0.0686 loss 32.4863
step  704/1000: dist 0.0686 loss 27.9632
step  705/1000: dist 0.0685 loss 18.8024
step  706/1000: dist 0.0685 loss 17.8158
step  707/1000: dist 0.0685 loss 26.6022
step  708/1000: dist 0.0684 loss 30.2015
step  709/1000: dist 0.0684 loss 22.0182
step  710/1000: dist 0.0684 loss 12.1049
step  711/1000: dist 0.0684 loss 9.7374
step  712/1000: dist 0.0683 loss 11.6419
step  713/1000: dist 0.0683 loss 10.5538
step  714/1000: dist 0.0683 loss 8.2885
step  715/1000: dist 0.0682 loss 8.3660
step  716/1000: dist 0.0682 loss 6.9840
step  717/1000: dist 0.0682 loss 4.3060
step  718/1000: dist 0.0681 loss 5.3759
step  719/1000: dist 0.0681 loss 7.2799
step  720/1000: dist 0.0681 loss 4.4958
step  721/1000: dist 0.0680 loss 1.2352
step  722/1000: dist 0.0680 loss 3.1207
step  723/1000: dist 0.0679 loss 5.7101
step  724/1000: dist 0.0679 loss 3.3203
step  725/1000: dist 0.0679 loss 0.3577
step  726/1000: dist 0.0678 loss 2.0043
step  727/1000: dist 0.0678 loss 3.8788
step  728/1000: dist 0.0678 loss 2.1606
step  729/1000: dist 0.0677 loss 0.9697
step  730/1000: dist 0.0677 loss 2.4224
step  731/1000: dist 0.0676 loss 3.1993
step  732/1000: dist 0.0676 loss 2.9523
step  733/1000: dist 0.0676 loss 4.5010
step  734/1000: dist 0.0676 loss 7.5925
step  735/1000: dist 0.0676 loss 10.3470
step  736/1000: dist 0.0676 loss 13.0142
step  737/1000: dist 0.0675 loss 14.9466
step  738/1000: dist 0.0674 loss 12.6056
step  739/1000: dist 0.0674 loss 5.9143
step  740/1000: dist 0.0674 loss 1.2180
step  741/1000: dist 0.0673 loss 2.9933
step  742/1000: dist 0.0673 loss 8.1713
step  743/1000: dist 0.0672 loss 11.7333
step  744/1000: dist 0.0672 loss 13.8449
step  745/1000: dist 0.0671 loss 19.4015
step  746/1000: dist 0.0671 loss 29.0296
step  747/1000: dist 0.0671 loss 32.4711
step  748/1000: dist 0.0671 loss 21.4614
step  749/1000: dist 0.0670 loss 10.5903
step  750/1000: dist 0.0670 loss 19.1516
step  751/1000: dist 0.0669 loss 36.5991
step  752/1000: dist 0.0669 loss 35.4754
step  753/1000: dist 0.0669 loss 16.9004
step  754/1000: dist 0.0668 loss 6.4565
step  755/1000: dist 0.0668 loss 10.5741
step  756/1000: dist 0.0668 loss 13.7425
step  757/1000: dist 0.0668 loss 12.5981
step  758/1000: dist 0.0667 loss 10.9117
step  759/1000: dist 0.0667 loss 8.7884
step  760/1000: dist 0.0667 loss 11.8908
step  761/1000: dist 0.0666 loss 18.7004
step  762/1000: dist 0.0666 loss 18.5604
step  763/1000: dist 0.0666 loss 16.4664
step  764/1000: dist 0.0666 loss 17.4815
step  765/1000: dist 0.0666 loss 10.2811
step  766/1000: dist 0.0666 loss 0.7936
step  767/1000: dist 0.0666 loss 4.6391
step  768/1000: dist 0.0665 loss 10.2116
step  769/1000: dist 0.0664 loss 6.5416
step  770/1000: dist 0.0665 loss 3.7039
step  771/1000: dist 0.0664 loss 3.6095
step  772/1000: dist 0.0663 loss 2.7436
step  773/1000: dist 0.0662 loss 4.4008
step  774/1000: dist 0.0663 loss 4.4010
step  775/1000: dist 0.0662 loss 0.9161
step  776/1000: dist 0.0661 loss 1.6161
step  777/1000: dist 0.0661 loss 3.8384
step  778/1000: dist 0.0662 loss 1.8165
step  779/1000: dist 0.0661 loss 0.5594
step  780/1000: dist 0.0661 loss 1.9439
step  781/1000: dist 0.0661 loss 1.9518
step  782/1000: dist 0.0661 loss 0.9030
step  783/1000: dist 0.0660 loss 0.8218
step  784/1000: dist 0.0660 loss 1.2854
step  785/1000: dist 0.0659 loss 1.1406
step  786/1000: dist 0.0659 loss 0.5660
step  787/1000: dist 0.0660 loss 0.6716
step  788/1000: dist 0.0658 loss 0.9582
step  789/1000: dist 0.0658 loss 0.5810
step  790/1000: dist 0.0658 loss 0.3615
step  791/1000: dist 0.0657 loss 0.6179
step  792/1000: dist 0.0657 loss 0.5655
step  793/1000: dist 0.0657 loss 0.2481
step  794/1000: dist 0.0656 loss 0.3451
step  795/1000: dist 0.0656 loss 0.5004
step  796/1000: dist 0.0655 loss 0.2123
step  797/1000: dist 0.0655 loss 0.2059
step  798/1000: dist 0.0655 loss 0.4168
step  799/1000: dist 0.0655 loss 0.1805
step  800/1000: dist 0.0654 loss 0.1526
step  801/1000: dist 0.0654 loss 0.3178
step  802/1000: dist 0.0654 loss 0.1404
step  803/1000: dist 0.0653 loss 0.1395
step  804/1000: dist 0.0653 loss 0.2274
step  805/1000: dist 0.0653 loss 0.1234
step  806/1000: dist 0.0652 loss 0.1374
step  807/1000: dist 0.0652 loss 0.1568
step  808/1000: dist 0.0652 loss 0.1212
step  809/1000: dist 0.0652 loss 0.1172
step  810/1000: dist 0.0651 loss 0.1154
step  811/1000: dist 0.0651 loss 0.1224
step  812/1000: dist 0.0651 loss 0.0910
step  813/1000: dist 0.0651 loss 0.1056
step  814/1000: dist 0.0651 loss 0.1093
step  815/1000: dist 0.0650 loss 0.0726
step  816/1000: dist 0.0650 loss 0.1068
step  817/1000: dist 0.0650 loss 0.0864
step  818/1000: dist 0.0650 loss 0.0740
step  819/1000: dist 0.0649 loss 0.0996
step  820/1000: dist 0.0649 loss 0.0692
step  821/1000: dist 0.0649 loss 0.0821
step  822/1000: dist 0.0648 loss 0.0835
step  823/1000: dist 0.0648 loss 0.0679
step  824/1000: dist 0.0648 loss 0.0819
step  825/1000: dist 0.0648 loss 0.0714
step  826/1000: dist 0.0647 loss 0.0721
step  827/1000: dist 0.0647 loss 0.0749
step  828/1000: dist 0.0647 loss 0.0688
step  829/1000: dist 0.0647 loss 0.0716
step  830/1000: dist 0.0647 loss 0.0703
step  831/1000: dist 0.0646 loss 0.0684
step  832/1000: dist 0.0646 loss 0.0695
step  833/1000: dist 0.0646 loss 0.0683
step  834/1000: dist 0.0646 loss 0.0673
step  835/1000: dist 0.0646 loss 0.0685
step  836/1000: dist 0.0645 loss 0.0662
step  837/1000: dist 0.0645 loss 0.0675
step  838/1000: dist 0.0645 loss 0.0665
step  839/1000: dist 0.0645 loss 0.0660
step  840/1000: dist 0.0644 loss 0.0668
step  841/1000: dist 0.0644 loss 0.0652
step  842/1000: dist 0.0644 loss 0.0664
step  843/1000: dist 0.0644 loss 0.0652
step  844/1000: dist 0.0644 loss 0.0656
step  845/1000: dist 0.0644 loss 0.0654
step  846/1000: dist 0.0643 loss 0.0649
step  847/1000: dist 0.0643 loss 0.0654
step  848/1000: dist 0.0643 loss 0.0646
step  849/1000: dist 0.0643 loss 0.0652
step  850/1000: dist 0.0643 loss 0.0646
step  851/1000: dist 0.0643 loss 0.0649
step  852/1000: dist 0.0642 loss 0.0646
step  853/1000: dist 0.0642 loss 0.0646
step  854/1000: dist 0.0642 loss 0.0645
step  855/1000: dist 0.0642 loss 0.0644
step  856/1000: dist 0.0642 loss 0.0645
step  857/1000: dist 0.0641 loss 0.0643
step  858/1000: dist 0.0641 loss 0.0644
step  859/1000: dist 0.0641 loss 0.0642
step  860/1000: dist 0.0641 loss 0.0644
step  861/1000: dist 0.0641 loss 0.0641
step  862/1000: dist 0.0641 loss 0.0643
step  863/1000: dist 0.0640 loss 0.0641
step  864/1000: dist 0.0640 loss 0.0642
step  865/1000: dist 0.0640 loss 0.0641
step  866/1000: dist 0.0640 loss 0.0641
step  867/1000: dist 0.0640 loss 0.0640
step  868/1000: dist 0.0640 loss 0.0641
step  869/1000: dist 0.0639 loss 0.0640
step  870/1000: dist 0.0639 loss 0.0640
step  871/1000: dist 0.0639 loss 0.0640
step  872/1000: dist 0.0639 loss 0.0639
step  873/1000: dist 0.0639 loss 0.0639
step  874/1000: dist 0.0639 loss 0.0639
step  875/1000: dist 0.0639 loss 0.0639
step  876/1000: dist 0.0639 loss 0.0639
step  877/1000: dist 0.0638 loss 0.0639
step  878/1000: dist 0.0638 loss 0.0639
step  879/1000: dist 0.0638 loss 0.0638
step  880/1000: dist 0.0638 loss 0.0638
step  881/1000: dist 0.0638 loss 0.0638
step  882/1000: dist 0.0638 loss 0.0638
step  883/1000: dist 0.0638 loss 0.0638
step  884/1000: dist 0.0637 loss 0.0638
step  885/1000: dist 0.0637 loss 0.0637
step  886/1000: dist 0.0637 loss 0.0637
step  887/1000: dist 0.0637 loss 0.0637
step  888/1000: dist 0.0637 loss 0.0637
step  889/1000: dist 0.0637 loss 0.0637
step  890/1000: dist 0.0637 loss 0.0637
step  891/1000: dist 0.0637 loss 0.0637
step  892/1000: dist 0.0637 loss 0.0637
step  893/1000: dist 0.0636 loss 0.0636
step  894/1000: dist 0.0636 loss 0.0636
step  895/1000: dist 0.0636 loss 0.0636
step  896/1000: dist 0.0636 loss 0.0636
step  897/1000: dist 0.0636 loss 0.0636
step  898/1000: dist 0.0636 loss 0.0636
step  899/1000: dist 0.0636 loss 0.0636
step  900/1000: dist 0.0636 loss 0.0636
step  901/1000: dist 0.0636 loss 0.0636
step  902/1000: dist 0.0636 loss 0.0636
step  903/1000: dist 0.0635 loss 0.0635
step  904/1000: dist 0.0635 loss 0.0635
step  905/1000: dist 0.0635 loss 0.0635
step  906/1000: dist 0.0635 loss 0.0635
step  907/1000: dist 0.0635 loss 0.0635
step  908/1000: dist 0.0635 loss 0.0635
step  909/1000: dist 0.0635 loss 0.0635
step  910/1000: dist 0.0635 loss 0.0635
step  911/1000: dist 0.0635 loss 0.0635
step  912/1000: dist 0.0635 loss 0.0635
step  913/1000: dist 0.0635 loss 0.0635
step  914/1000: dist 0.0635 loss 0.0635
step  915/1000: dist 0.0635 loss 0.0635
step  916/1000: dist 0.0634 loss 0.0634
step  917/1000: dist 0.0634 loss 0.0634
step  918/1000: dist 0.0634 loss 0.0634
step  919/1000: dist 0.0634 loss 0.0634
step  920/1000: dist 0.0634 loss 0.0634
step  921/1000: dist 0.0634 loss 0.0634
step  922/1000: dist 0.0634 loss 0.0634
step  923/1000: dist 0.0634 loss 0.0634
step  924/1000: dist 0.0634 loss 0.0634
step  925/1000: dist 0.0634 loss 0.0634
step  926/1000: dist 0.0634 loss 0.0634
step  927/1000: dist 0.0634 loss 0.0634
step  928/1000: dist 0.0634 loss 0.0634
step  929/1000: dist 0.0634 loss 0.0634
step  930/1000: dist 0.0634 loss 0.0634
step  931/1000: dist 0.0634 loss 0.0634
step  932/1000: dist 0.0633 loss 0.0633
step  933/1000: dist 0.0633 loss 0.0633
step  934/1000: dist 0.0633 loss 0.0633
step  935/1000: dist 0.0633 loss 0.0633
step  936/1000: dist 0.0633 loss 0.0633
step  937/1000: dist 0.0633 loss 0.0633
step  938/1000: dist 0.0633 loss 0.0633
step  939/1000: dist 0.0633 loss 0.0633
step  940/1000: dist 0.0633 loss 0.0633
step  941/1000: dist 0.0633 loss 0.0633
step  942/1000: dist 0.0633 loss 0.0633
step  943/1000: dist 0.0633 loss 0.0633
step  944/1000: dist 0.0633 loss 0.0633
step  945/1000: dist 0.0633 loss 0.0633
step  946/1000: dist 0.0633 loss 0.0633
step  947/1000: dist 0.0633 loss 0.0633
step  948/1000: dist 0.0633 loss 0.0633
step  949/1000: dist 0.0633 loss 0.0633
step  950/1000: dist 0.0633 loss 0.0633
step  951/1000: dist 0.0633 loss 0.0633
step  952/1000: dist 0.0633 loss 0.0633
step  953/1000: dist 0.0633 loss 0.0633
step  954/1000: dist 0.0633 loss 0.0633
step  955/1000: dist 0.0633 loss 0.0633
step  956/1000: dist 0.0633 loss 0.0633
step  957/1000: dist 0.0633 loss 0.0633
step  958/1000: dist 0.0633 loss 0.0633
step  959/1000: dist 0.0633 loss 0.0633
step  960/1000: dist 0.0633 loss 0.0633
step  961/1000: dist 0.0633 loss 0.0633
step  962/1000: dist 0.0633 loss 0.0633
step  963/1000: dist 0.0633 loss 0.0633
step  964/1000: dist 0.0632 loss 0.0632
step  965/1000: dist 0.0632 loss 0.0632
step  966/1000: dist 0.0632 loss 0.0632
step  967/1000: dist 0.0632 loss 0.0632
step  968/1000: dist 0.0632 loss 0.0632
step  969/1000: dist 0.0632 loss 0.0632
step  970/1000: dist 0.0632 loss 0.0632
step  971/1000: dist 0.0632 loss 0.0632
step  972/1000: dist 0.0632 loss 0.0632
step  973/1000: dist 0.0632 loss 0.0632
step  974/1000: dist 0.0632 loss 0.0632
step  975/1000: dist 0.0632 loss 0.0632
step  976/1000: dist 0.0632 loss 0.0632
step  977/1000: dist 0.0632 loss 0.0632
step  978/1000: dist 0.0632 loss 0.0632
step  979/1000: dist 0.0632 loss 0.0632
step  980/1000: dist 0.0632 loss 0.0632
step  981/1000: dist 0.0632 loss 0.0632
step  982/1000: dist 0.0632 loss 0.0632
step  983/1000: dist 0.0632 loss 0.0632
step  984/1000: dist 0.0632 loss 0.0632
step  985/1000: dist 0.0632 loss 0.0632
step  986/1000: dist 0.0632 loss 0.0632
step  987/1000: dist 0.0632 loss 0.0632
step  988/1000: dist 0.0632 loss 0.0632
step  989/1000: dist 0.0632 loss 0.0632
step  990/1000: dist 0.0632 loss 0.0632
step  991/1000: dist 0.0632 loss 0.0632
step  992/1000: dist 0.0632 loss 0.0632
step  993/1000: dist 0.0632 loss 0.0632
step  994/1000: dist 0.0632 loss 0.0632
step  995/1000: dist 0.0632 loss 0.0632
step  996/1000: dist 0.0632 loss 0.0632
step  997/1000: dist 0.0632 loss 0.0632
step  998/1000: dist 0.0632 loss 0.0632
step  999/1000: dist 0.0632 loss 0.0632
step 1000/1000: dist 0.0632 loss 0.0632
Elapsed: 117.7 s
/home/cpaliard/Documents/stylegan2-ada-pytorch/projector.py:226: DeprecationWarning: LANCZOS is deprecated and will be removed in Pillow 10 (2023-07-01). Use Resampling.LANCZOS instead.
  target_pil = target_pil.resize((G.img_resolution, G.img_resolution), PIL.Image.LANCZOS)
Loading networks from "https://nvlabs-fi-cdn.nvidia.com/stylegan2-ada-pytorch/pretrained/ffhq.pkl"...
Computing W midpoint and stddev using 10000 samples...
Setting up PyTorch plugin "bias_act_plugin"... Done.
Setting up PyTorch plugin "upfirdn2d_plugin"... /home/cpaliard/miniconda3/envs/sg_env/lib/python3.10/site-packages/torch/nn/modules/module.py:1130: UserWarning: operator() profile_node %106 : int = prim::profile_ivalue(%104)
 does not have profile information (Triggered internally at  ../torch/csrc/jit/codegen/cuda/graph_fuser.cpp:104.)
  return forward_call(*input, **kwargs)
/home/cpaliard/miniconda3/envs/sg_env/lib/python3.10/site-packages/torch/nn/modules/module.py:1130: UserWarning: concrete shape for bias input is required to decompose into conv + bias (Triggered internally at  ../torch/csrc/jit/codegen/cuda/graph_fuser.cpp:2233.)
  return forward_call(*input, **kwargs)
Done.
step    1/1000: dist 0.6429 loss 26333.7520
step    2/1000: dist 0.6233 loss 22697.6211
step    3/1000: dist 0.6135 loss 22277.5781
step    4/1000: dist 0.6198 loss 21461.6328
step    5/1000: dist 0.5966 loss 20304.9043
step    6/1000: dist 0.6106 loss 18866.6523
step    7/1000: dist 0.5971 loss 17219.5703
step    8/1000: dist 0.6042 loss 15442.9180
step    9/1000: dist 0.6036 loss 13635.6895
step   10/1000: dist 0.5934 loss 11902.9854
step   11/1000: dist 0.5683 loss 10322.3311
step   12/1000: dist 0.5712 loss 8955.9639
step   13/1000: dist 0.5532 loss 7835.5317
step   14/1000: dist 0.5330 loss 6930.2544
step   15/1000: dist 0.5254 loss 6152.8540
step   16/1000: dist 0.5278 loss 5422.0176
step   17/1000: dist 0.4935 loss 4701.2046
step   18/1000: dist 0.4864 loss 3991.0774
step   19/1000: dist 0.5004 loss 3311.4941
step   20/1000: dist 0.4648 loss 2697.1025
step   21/1000: dist 0.4691 loss 2201.6724
step   22/1000: dist 0.4544 loss 1866.4296
step   23/1000: dist 0.4700 loss 1684.9446
step   24/1000: dist 0.4547 loss 1653.9280
step   25/1000: dist 0.4310 loss 1750.3569
step   26/1000: dist 0.4266 loss 1917.3010
step   27/1000: dist 0.4259 loss 2099.5393
step   28/1000: dist 0.4403 loss 2255.9126
step   29/1000: dist 0.4139 loss 2345.8235
step   30/1000: dist 0.4171 loss 2348.5417
step   31/1000: dist 0.4067 loss 2233.0889
step   32/1000: dist 0.3917 loss 1983.1420
step   33/1000: dist 0.3989 loss 1642.3867
step   34/1000: dist 0.3871 loss 1298.1890
step   35/1000: dist 0.3681 loss 1011.9343
step   36/1000: dist 0.3814 loss 822.5877
step   37/1000: dist 0.3600 loss 754.4160
step   38/1000: dist 0.3631 loss 763.7734
step   39/1000: dist 0.3566 loss 769.7454
step   40/1000: dist 0.3553 loss 731.9413
step   41/1000: dist 0.3542 loss 654.3638
step   42/1000: dist 0.3496 loss 556.9626
step   43/1000: dist 0.3510 loss 477.1906
step   44/1000: dist 0.3604 loss 451.9547
step   45/1000: dist 0.3270 loss 460.5849
step   46/1000: dist 0.3223 loss 487.2136
step   47/1000: dist 0.3351 loss 493.2415
step   48/1000: dist 0.3361 loss 486.4281
step   49/1000: dist 0.3258 loss 489.0543
step   50/1000: dist 0.3053 loss 447.2668
step   51/1000: dist 0.3357 loss 413.8813
step   52/1000: dist 0.3080 loss 352.7683
step   53/1000: dist 0.3143 loss 261.3493
step   54/1000: dist 0.3046 loss 184.1034
step   55/1000: dist 0.3021 loss 99.8177
step   56/1000: dist 0.3064 loss 80.5978
step   57/1000: dist 0.2908 loss 84.6342
step   58/1000: dist 0.2970 loss 98.8570
step   59/1000: dist 0.2894 loss 131.7952
step   60/1000: dist 0.2923 loss 153.5003
step   61/1000: dist 0.2806 loss 171.4902
step   62/1000: dist 0.3015 loss 163.7896
step   63/1000: dist 0.2783 loss 135.5880
step   64/1000: dist 0.2837 loss 99.3926
step   65/1000: dist 0.2705 loss 74.5842
step   66/1000: dist 0.2786 loss 58.8821
step   67/1000: dist 0.2845 loss 52.3057
step   68/1000: dist 0.2712 loss 53.9000
step   69/1000: dist 0.2747 loss 50.5987
step   70/1000: dist 0.2556 loss 43.6934
step   71/1000: dist 0.2695 loss 38.2054
step   72/1000: dist 0.2649 loss 30.9372
step   73/1000: dist 0.2497 loss 22.8491
step   74/1000: dist 0.2601 loss 21.0532
step   75/1000: dist 0.2606 loss 21.2393
step   76/1000: dist 0.2574 loss 25.4980
step   77/1000: dist 0.2637 loss 30.3531
step   78/1000: dist 0.2516 loss 31.8024
step   79/1000: dist 0.2519 loss 30.4786
step   80/1000: dist 0.2496 loss 24.5786
step   81/1000: dist 0.2471 loss 20.0778
step   82/1000: dist 0.2485 loss 14.9943
step   83/1000: dist 0.2418 loss 9.3248
step   84/1000: dist 0.2549 loss 6.7556
step   85/1000: dist 0.2404 loss 5.7511
step   86/1000: dist 0.2491 loss 6.8681
step   87/1000: dist 0.2318 loss 7.8586
step   88/1000: dist 0.2411 loss 9.0327
step   89/1000: dist 0.2285 loss 9.7342
step   90/1000: dist 0.2535 loss 9.0779
step   91/1000: dist 0.2302 loss 9.9284
step   92/1000: dist 0.2270 loss 11.7760
step   93/1000: dist 0.2371 loss 13.8304
step   94/1000: dist 0.2434 loss 15.8383
step   95/1000: dist 0.2283 loss 14.4035
step   96/1000: dist 0.2295 loss 10.1429
step   97/1000: dist 0.2201 loss 7.6523
step   98/1000: dist 0.2241 loss 8.7964
step   99/1000: dist 0.2319 loss 10.6604
step  100/1000: dist 0.2392 loss 9.7783
step  101/1000: dist 0.2248 loss 8.4045
step  102/1000: dist 0.2287 loss 10.5058
step  103/1000: dist 0.2321 loss 12.7042
step  104/1000: dist 0.2128 loss 10.9788
step  105/1000: dist 0.2172 loss 8.9562
step  106/1000: dist 0.2167 loss 11.8354
step  107/1000: dist 0.2366 loss 17.7768
step  108/1000: dist 0.2222 loss 20.8988
step  109/1000: dist 0.2152 loss 18.0266
step  110/1000: dist 0.2060 loss 9.5641
step  111/1000: dist 0.2064 loss 3.3437
step  112/1000: dist 0.2024 loss 6.2699
step  113/1000: dist 0.2058 loss 11.9111
